
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
11:00:00;1185;Réelle
10:30:00;901;Réelle
10:00:00;998;Réelle
09:30:00;714;Réelle
09:00:00;707;Réelle
08:30:00;527;Réelle
08:00:00;520;Réelle
07:30:00;1136;Réelle
07:00:00;1233;Réelle
06:30:00;949;Réelle
06:00:00;1046;Réelle
05:30:00;862;Réelle
05:00:00;959;Réelle
04:30:00;675;Réelle
04:00:00;772;Réelle
03:30:00;1388;Réelle
03:00:00;1381;Réelle
02:30:00;1201;Réelle
02:00:00;1194;Réelle
01:30:00;910;Réelle
01:00:00;1007;Réelle
00:30:00;723;Réelle

26/08/2025;;
00:00:00;796;Réelle
23:30:00;1108;Réelle
23:00:00;1205;Réelle
22:30:00;1821;Réelle
22:00:00;1918;Réelle
21:30:00;1634;Réelle
21:00:00;1627;Réelle
20:30:00;1447;Réelle
20:00:00;1440;Réelle
19:30:00;2056;Réelle
19:00:00;2153;Réelle
18:30:00;1869;Réelle
18:00:00;1966;Réelle
17:30:00;782;Réelle
17:00:00;879;Réelle
16:30:00;595;Réelle
16:00:00;692;Réelle
15:30:00;1308;Réelle
15:00:00;505;Réelle
14:30:00;1121;Réelle
14:00:00;1114;Réelle
13:30:00;934;Réelle
13:00:00;927;Réelle
12:30:00;643;Réelle
12:00:00;740;Réelle
11:30:00;456;Réelle
11:00:00;553;Réelle
10:30:00;1169;Réelle
10:00:00;1266;Réelle
09:30:00;982;Réelle
09:00:00;1079;Réelle
08:30:00;795;Réelle
08:00:00;788;Réelle
07:30:00;608;Réelle
07:00:00;601;Réelle
06:30:00;1217;Réelle
06:00:00;1314;Réelle
05:30:00;1130;Réelle
05:00:00;1227;Réelle
04:30:00;943;Réelle
04:00:00;1040;Réelle
03:30:00;756;Réelle
03:00:00;853;Réelle
02:50:37;569;Réelle
02:30:00;562;Réelle
02:00:00;659;Réelle
01:30:00;1275;Réelle
01:00:00;1372;Réelle
00:30:00;1088;Réelle

25/08/2025;;
00:00:00;1161;Réelle
23:30:00;573;Réelle
23:00:00;670;Réelle
22:30:00;2186;Réelle
22:00:00;2179;Réelle
21:30:00;1999;Réelle
21:00:00;1992;Réelle
20:30:00;1708;Réelle
20:00:00;1805;Réelle
19:30:00;1521;Réelle
19:00:00;1618;Réelle
18:30:00;2234;Réelle
18:00:00;1431;Réelle
17:30:00;1147;Réelle
17:00:00;1244;Réelle
16:30:00;960;Réelle
16:00:00;953;Réelle
15:30:00;773;Réelle
15:00:00;766;Réelle
14:30:00;482;Réelle
14:00:00;579;Réelle
13:30:00;1195;Réelle
13:00:00;1292;Réelle
12:30:00;1008;Réelle
12:00:00;1105;Réelle
11:30:00;821;Réelle
11:00:00;918;Réelle
10:30:00;634;Réelle
10:00:00;627;Réelle
09:30:00;1347;Réelle
09:00:00;1340;Réelle
08:30:00;1056;Réelle
08:00:00;1153;Réelle
07:30:00;869;Réelle
07:00:00;966;Réelle
06:30:00;682;Réelle
06:00:00;779;Réelle
05:30:00;595;Réelle
05:00:00;692;Réelle
04:30:00;1308;Réelle
04:00:00;1301;Réelle
03:30:00;1121;Réelle
03:00:00;1114;Réelle
02:30:00;830;Réelle
02:00:00;927;Réelle
01:30:00;643;Réelle
01:00:00;740;Réelle
00:30:00;1356;Réelle

24/08/2025;;
00:00:00;1422;Réelle
23:30:00;938;Réelle
23:00:00;931;Réelle
22:30:00;1547;Réelle
22:00:00;1644;Réelle
21:30:00;1360;Réelle
21:00:00;1457;Réelle
20:30:00;2073;Réelle
20:00:00;2170;Réelle
19:30:00;1886;Réelle
19:00:00;1983;Réelle
18:30:00;1699;Réelle
18:00:00;1796;Réelle
17:30:00;612;Réelle
17:00:00;605;Réelle
16:30:00;1325;Réelle
16:00:00;1318;Réelle
15:30:00;1034;Réelle
15:00:00;1131;Réelle
14:30:00;847;Réelle
14:03:39;944;Réelle
14:00:00;1041;Réelle
13:30:00;757;Réelle
13:00:00;750;Réelle
12:30:00;570;Réelle
12:00:00;563;Réelle
11:30:00;1179;Réelle
11:00:00;1276;Réelle
10:30:00;992;Réelle
10:00:00;1089;Réelle
09:30:00;805;Réelle
09:00:00;902;Réelle
08:30:00;618;Réelle
08:00:00;715;Réelle
07:30:00;1331;Réelle
07:00:00;1324;Réelle
06:30:00;1144;Réelle
06:00:00;1137;Réelle
05:30:00;953;Réelle
05:00:00;1050;Réelle
04:30:00;766;Réelle
04:00:00;863;Réelle
03:30:00;579;Réelle
03:00:00;676;Réelle
02:30:00;1292;Réelle
02:00:00;1389;Réelle
01:30:00;1105;Réelle
01:00:00;1098;Réelle
00:30:00;918;Réelle

23/08/2025;;
00:00:00;887;Réelle
23:30:00;1199;Réelle
23:00:00;1296;Réelle
22:30:00;1912;Réelle
22:00:00;2009;Réelle
21:30:00;1725;Réelle
21:00:00;1822;Réelle
20:30:00;1538;Réelle
20:00:00;1635;Réelle
19:30:00;1351;Réelle
19:00:00;2244;Réelle
18:30:00;2064;Réelle
18:00:00;2057;Réelle
17:30:00;873;Réelle
17:00:00;970;Réelle
16:30:00;686;Réelle
16:00:00;783;Réelle
15:30:00;499;Réelle
15:00:00;596;Réelle
14:30:00;1212;Réelle
14:00:00;1309;Réelle
13:30:00;1025;Réelle
13:00:00;1018;Réelle
12:30:00;838;Réelle
12:00:00;831;Réelle
11:30:00;547;Réelle
11:00:00;644;Réelle
10:30:00;1260;Réelle
10:00:00;457;Réelle
09:30:00;1073;Réelle
09:00:00;1170;Réelle
08:30:00;886;Réelle
08:00:00;983;Réelle
07:30:00;699;Réelle
07:00:00;692;Réelle
06:30:00;512;Réelle
06:00:00;505;Réelle
05:30:00;1221;Réelle
05:00:00;1318;Réelle
04:30:00;1034;Réelle
04:00:00;1131;Réelle
03:30:00;847;Réelle
03:00:00;944;Réelle
02:30:00;660;Réelle
02:00:00;757;Réelle
01:30:00;1373;Réelle
01:16:42;1366;Réelle
01:00:00;563;Réelle
00:30:00;1179;Réelle

22/08/2025;;
00:00:00;1252;Réelle
23:30:00;664;Réelle
23:00:00;761;Réelle
22:30:00;1377;Réelle
22:00:00;1474;Réelle
21:30:00;2090;Réelle
21:00:00;2187;Réelle
20:30:00;1903;Réelle
20:00:00;1896;Réelle
19:30:00;1716;Réelle
19:00:00;1709;Réelle
18:30:00;1425;Réelle
18:00:00;1522;Réelle
17:30:00;1238;Réelle
17:00:00;1335;Réelle
16:30:00;1051;Réelle
16:00:00;1148;Réelle
15:30:00;864;Réelle
15:00:00;961;Réelle
14:30:00;677;Réelle
14:00:00;670;Réelle
13:30:00;490;Réelle
13:00:00;483;Réelle
12:30:00;1099;Réelle
12:00:00;1196;Réelle
11:30:00;912;Réelle
11:00:00;1009;Réelle
10:30:00;725;Réelle
10:00:00;822;Réelle
09:30:00;538;Réelle
09:00:00;635;Réelle
08:30:00;1251;Réelle
08:00:00;1244;Réelle
07:30:00;1064;Réelle
07:00:00;1057;Réelle
06:30:00;773;Réelle
06:00:00;870;Réelle
05:30:00;686;Réelle
05:00:00;783;Réelle
04:30:00;1399;Réelle
04:00:00;596;Réelle
03:30:00;1212;Réelle
03:00:00;1309;Réelle
02:30:00;1025;Réelle
02:00:00;1018;Réelle
01:30:00;838;Réelle
01:00:00;831;Réelle
00:30:00;1447;Réelle

21/08/2025;;
00:00:00;717;Réelle
23:30:00;1029;Réelle
23:00:00;1126;Réelle
22:30:00;1742;Réelle
22:00:00;1735;Réelle
21:30:00;1555;Réelle
21:00:00;1548;Réelle
20:30:00;2164;Réelle
20:00:00;1361;Réelle
19:30:00;1977;Réelle
19:00:00;2074;Réelle
18:30:00;1790;Réelle
18:00:00;1887;Réelle
17:30:00;703;Réelle
17:00:00;800;Réelle
16:30:00;516;Réelle
16:00:00;509;Réelle
15:30:00;1229;Réelle
15:00:00;1222;Réelle
14:30:00;938;Réelle
14:00:00;1035;Réelle
13:30:00;751;Réelle
13:00:00;848;Réelle
12:30:00;564;Réelle
12:29:44;661;Réelle
12:00:00;654;Réelle
11:30:00;474;Réelle
11:00:00;467;Réelle
10:30:00;1083;Réelle
10:00:00;1180;Réelle
09:30:00;896;Réelle
09:00:00;993;Réelle
08:30:00;709;Réelle
08:00:00;806;Réelle
07:30:00;522;Réelle
07:00:00;619;Réelle
06:30:00;1235;Réelle
06:00:00;1228;Réelle
05:30:00;1148;Réelle
05:00:00;1141;Réelle
04:30:00;857;Réelle
04:00:00;954;Réelle
03:30:00;670;Réelle
03:00:00;767;Réelle
02:30:00;1383;Réelle
02:00:00;580;Réelle
01:30:00;1196;Réelle
01:00:00;1293;Réelle
00:30:00;1009;Réelle

20/08/2025;;
00:00:00;978;Réelle
23:30:00;494;Réelle
23:00:00;487;Réelle
22:30:00;2107;Réelle
22:00:00;2100;Réelle
21:30:00;1816;Réelle
21:00:00;1913;Réelle
20:30:00;1629;Réelle
20:00:00;1726;Réelle
19:30:00;1442;Réelle
19:00:00;1539;Réelle
18:30:00;2155;Réelle
18:00:00;1352;Réelle
17:30:00;1068;Réelle
17:00:00;1061;Réelle
16:30:00;881;Réelle
16:00:00;874;Réelle
15:30:00;590;Réelle
15:00:00;687;Réelle
14:30:00;1303;Réelle
14:00:00;500;Réelle
13:30:00;1116;Réelle
13:00:00;1213;Réelle
12:30:00;929;Réelle
12:00:00;1026;Réelle
11:30:00;742;Réelle
11:00:00;735;Réelle
10:30:00;555;Réelle
10:00:00;548;Réelle
09:30:00;1164;Réelle
09:00:00;1261;Réelle
08:30:00;977;Réelle
08:00:00;1074;Réelle
07:30:00;790;Réelle
07:00:00;887;Réelle
06:30:00;603;Réelle
06:00:00;700;Réelle
05:30:00;1416;Réelle
05:00:00;1409;Réelle
04:30:00;1229;Réelle
04:00:00;1222;Réelle
03:30:00;938;Réelle
03:00:00;1035;Réelle
02:30:00;751;Réelle
02:00:00;848;Réelle
01:30:00;564;Réelle
01:00:00;661;Réelle
00:30:00;1277;Réelle

19/08/2025;;
00:00:00;1343;Réelle
23:42:46;755;Réelle
23:30:00;852;Réelle
23:00:00;949;Réelle
22:30:00;1565;Réelle
22:00:00;1662;Réelle
21:30:00;1378;Réelle
21:00:00;1371;Réelle
20:30:00;2091;Réelle
20:00:00;2084;Réelle
19:30:00;1800;Réelle
19:00:00;1897;Réelle
18:30:00;1613;Réelle
18:00:00;1710;Réelle
17:30:00;526;Réelle
17:00:00;623;Réelle
16:30:00;1239;Réelle
16:00:00;1336;Réelle
15:30:00;1052;Réelle
15:00:00;1045;Réelle
14:30:00;865;Réelle
14:00:00;858;Réelle
13:30:00;574;Réelle
13:00:00;671;Réelle
12:30:00;1287;Réelle
12:00:00;484;Réelle
11:30:00;1100;Réelle
11:00:00;1197;Réelle
10:30:00;913;Réelle
10:00:00;1010;Réelle
09:30:00;726;Réelle
09:00:00;719;Réelle
08:30:00;539;Réelle
08:00:00;532;Réelle
07:30:00;1148;Réelle
07:00:00;1245;Réelle
06:30:00;961;Réelle
06:00:00;1058;Réelle
05:30:00;874;Réelle
05:00:00;971;Réelle
04:30:00;687;Réelle
04:00:00;784;Réelle
03:30:00;1400;Réelle
03:00:00;1393;Réelle
02:30:00;1213;Réelle
02:00:00;1206;Réelle
01:30:00;922;Réelle
01:00:00;1019;Réelle
00:30:00;735;Réelle

18/08/2025;;
00:00:00;808;Réelle
23:30:00;1120;Réelle
23:00:00;1217;Réelle
22:30:00;1833;Réelle
22:00:00;1930;Réelle
21:30:00;1646;Réelle
21:00:00;1743;Réelle
20:30:00;1459;Réelle
20:00:00;1452;Réelle
19:30:00;2172;Réelle
19:00:00;2165;Réelle
18:30:00;1881;Réelle
18:00:00;1978;Réelle
17:30:00;794;Réelle
17:00:00;891;Réelle
16:30:00;607;Réelle
16:00:00;704;Réelle
15:30:00;1320;Réelle
15:00:00;517;Réelle
14:30:00;1133;Réelle
14:00:00;1126;Réelle
13:30:00;946;Réelle
13:00:00;939;Réelle
12:30:00;655;Réelle
12:00:00;752;Réelle
11:30:00;468;Réelle
11:00:00;565;Réelle
10:55:49;1181;Réelle
10:30:00;1278;Réelle
10:00:00;1271;Réelle
09:30:00;1091;Réelle
09:00:00;1084;Réelle
08:30:00;800;Réelle
08:00:00;897;Réelle
07:30:00;613;Réelle
07:00:00;710;Réelle
06:30:00;1326;Réelle
06:00:00;523;Réelle
05:30:00;1239;Réelle
05:00:00;1336;Réelle
04:30:00;1052;Réelle
04:00:00;1045;Réelle
03:30:00;865;Réelle
03:00:00;858;Réelle
02:30:00;574;Réelle
02:00:00;671;Réelle
01:30:00;1287;Réelle
01:00:00;1384;Réelle
00:30:00;1100;Réelle

17/08/2025;;
00:00:00;1173;Réelle
23:30:00;585;Réelle
23:00:00;682;Réelle
22:30:00;2198;Réelle
22:00:00;2191;Réelle
21:30:00;2011;Réelle
21:00:00;2004;Réelle
20:30:00;1720;Réelle
20:00:00;1817;Réelle
19:30:00;1533;Réelle
19:00:00;1630;Réelle
18:30:00;2246;Réelle
18:00:00;1443;Réelle
17:30:00;1159;Réelle
17:00:00;1256;Réelle
16:30:00;972;Réelle
16:00:00;965;Réelle
15:30:00;785;Réelle
15:00:00;778;Réelle
14:30:00;494;Réelle
14:00:00;591;Réelle
13:30:00;1207;Réelle
13:00:00;1304;Réelle
12:30:00;1020;Réelle
12:00:00;1117;Réelle
11:30:00;833;Réelle
11:00:00;930;Réelle
10:30:00;646;Réelle
10:00:00;639;Réelle
09:30:00;459;Réelle
09:00:00;452;Réelle
08:30:00;1068;Réelle
08:00:00;1165;Réelle
07:30:00;881;Réelle
07:00:00;978;Réelle
06:30:00;694;Réelle
06:00:00;791;Réelle
05:30:00;607;Réelle
05:00:00;704;Réelle
04:30:00;1320;Réelle
04:00:00;1313;Réelle
03:30:00;1133;Réelle
03:00:00;1126;Réelle
02:30:00;842;Réelle
02:00:00;939;Réelle
01:30:00;655;Réelle
01:00:00;752;Réelle
00:30:00;1368;Réelle

16/08/2025;;
00:00:00;1434;Réelle
23:30:00;950;Réelle
23:00:00;943;Réelle
22:30:00;1663;Réelle
22:00:00;1656;Réelle
21:30:00;1372;Réelle
21:00:00;1469;Réelle
20:30:00;2085;Réelle
20:00:00;2182;Réelle
19:30:00;1898;Réelle
19:00:00;1995;Réelle
18:30:00;1711;Réelle
18:00:00;1808;Réelle
17:30:00;624;Réelle
17:00:00;617;Réelle
16:30:00;1337;Réelle
16:00:00;1330;Réelle
15:30:00;1046;Réelle
15:00:00;1143;Réelle
14:30:00;859;Réelle
14:00:00;956;Réelle
13:30:00;672;Réelle
13:00:00;769;Réelle
12:30:00;485;Réelle
12:00:00;582;Réelle
11:30:00;1198;Réelle
11:00:00;1191;Réelle
10:30:00;1011;Réelle
10:00:00;1004;Réelle
09:30:00;720;Réelle
09:00:00;817;Réelle
08:30:00;533;Réelle
08:00:00;630;Réelle
07:30:00;1246;Réelle
07:00:00;1343;Réelle
06:30:00;1059;Réelle
06:00:00;1156;Réelle
05:30:00;972;Réelle
05:00:00;965;Réelle
04:30:00;785;Réelle
04:00:00;778;Réelle
03:30:00;1394;Réelle
03:00:00;591;Réelle
02:30:00;1207;Réelle
02:00:00;1304;Réelle
01:30:00;1020;Réelle
01:00:00;1117;Réelle
00:30:00;833;Réelle

15/08/2025;;
00:00:00;899;Réelle
23:30:00;1211;Réelle
23:00:00;1308;Réelle
22:30:00;1924;Réelle
22:00:00;2021;Réelle
21:30:00;1737;Réelle
21:00:00;1834;Réelle
20:30:00;1550;Réelle
20:00:00;1647;Réelle
19:30:00;1363;Réelle
19:00:00;1356;Réelle
18:30:00;2076;Réelle
18:00:00;2069;Réelle
17:30:00;885;Réelle
17:00:00;982;Réelle
16:30:00;698;Réelle
16:00:00;795;Réelle
15:30:00;511;Réelle
15:00:00;608;Réelle
14:30:00;1224;Réelle
14:00:00;1321;Réelle
13:30:00;1037;Réelle
13:00:00;1030;Réelle
12:30:00;850;Réelle
12:00:00;843;Réelle
11:30:00;559;Réelle
11:00:00;656;Réelle
10:30:00;1272;Réelle
10:00:00;469;Réelle
09:30:00;1085;Réelle
09:00:00;1182;Réelle
08:30:00;898;Réelle
08:00:00;995;Réelle
07:30:00;711;Réelle
07:00:00;704;Réelle
06:30:00;524;Réelle
06:00:00;517;Réelle
05:30:00;1233;Réelle
05:00:00;1330;Réelle
04:30:00;1046;Réelle
04:00:00;1143;Réelle
03:30:00;859;Réelle
03:00:00;956;Réelle
02:30:00;672;Réelle
02:00:00;769;Réelle
01:30:00;1385;Réelle
01:00:00;582;Réelle
00:30:00;1198;Réelle

14/08/2025;;
00:00:00;1264;Réelle
23:30:00;676;Réelle
23:00:00;773;Réelle
22:30:00;1389;Réelle
22:00:00;1486;Réelle
21:30:00;2102;Réelle
21:00:00;2199;Réelle
20:30:00;1915;Réelle
20:00:00;1908;Réelle
19:30:00;1728;Réelle
19:00:00;1721;Réelle
18:30:00;1437;Réelle
18:00:00;1534;Réelle
17:30:00;1250;Réelle
17:00:00;1347;Réelle
16:30:00;1063;Réelle
16:00:00;1160;Réelle
15:30:00;876;Réelle
15:00:00;973;Réelle
14:30:00;689;Réelle
14:00:00;682;Réelle
13:30:00;502;Réelle
13:00:00;495;Réelle
12:30:00;1111;Réelle
12:00:00;1208;Réelle
11:30:00;924;Réelle
11:00:00;1021;Réelle
10:30:00;737;Réelle
10:00:00;834;Réelle
09:30:00;550;Réelle
09:00:00;647;Réelle
08:30:00;1263;Réelle
08:00:00;1256;Réelle
07:30:00;1076;Réelle
07:00:00;1069;Réelle
06:30:00;785;Réelle
06:00:00;882;Réelle
05:30:00;698;Réelle
05:00:00;795;Réelle
04:30:00;1411;Réelle
04:00:00;608;Réelle
03:30:00;1224;Réelle
03:00:00;1321;Réelle
02:30:00;1037;Réelle
02:00:00;1030;Réelle
01:30:00;850;Réelle
01:00:00;843;Réelle
00:30:00;559;Réelle

13/08/2025;;
00:00:00;729;Réelle
23:30:00;1041;Réelle
23:00:00;1138;Réelle
22:30:00;1754;Réelle
22:00:00;1747;Réelle
21:30:00;1567;Réelle
21:00:00;1560;Réelle
20:30:00;2176;Réelle
20:00:00;1373;Réelle
19:30:00;1989;Réelle
19:00:00;2086;Réelle
18:30:00;1802;Réelle
18:00:00;1899;Réelle
17:30:00;715;Réelle
17:00:00;812;Réelle
16:30:00;528;Réelle
16:00:00;521;Réelle
15:30:00;1241;Réelle
15:00:00;1234;Réelle
14:30:00;950;Réelle
14:00:00;1047;Réelle
13:30:00;763;Réelle
13:00:00;860;Réelle
12:30:00;576;Réelle
12:00:00;673;Réelle
11:30:00;1289;Réelle
11:00:00;486;Réelle
10:30:00;1102;Réelle
10:00:00;1199;Réelle
09:30:00;915;Réelle
09:00:00;908;Réelle
08:30:00;624;Réelle
08:00:00;721;Réelle
07:30:00;1337;Réelle
07:00:00;534;Réelle
06:30:00;1150;Réelle
06:00:00;1247;Réelle
05:30:00;1063;Réelle
05:00:00;1160;Réelle
04:30:00;876;Réelle
04:00:00;973;Réelle
03:30:00;689;Réelle
03:00:00;682;Réelle
02:30:00;1402;Réelle
02:00:00;1395;Réelle
01:30:00;1111;Réelle
01:00:00;1208;Réelle
00:30:00;924;Réelle

12/08/2025;;
00:00:00;990;Réelle
23:30:00;506;Réelle
23:00:00;499;Réelle
22:30:00;2119;Réelle
22:00:00;2112;Réelle
21:30:00;1828;Réelle
21:00:00;1925;Réelle
20:30:00;1641;Réelle
20:00:00;1738;Réelle
19:30:00;1454;Réelle
19:00:00;1551;Réelle
18:30:00;2167;Réelle
18:00:00;1364;Réelle
17:30:00;1080;Réelle
17:00:00;1073;Réelle
16:30:00;893;Réelle
16:00:00;886;Réelle
15:30:00;602;Réelle
15:00:00;699;Réelle
14:30:00;1315;Réelle
14:00:00;512;Réelle
13:30:00;1128;Réelle
13:00:00;1225;Réelle
12:30:00;941;Réelle
12:00:00;1038;Réelle
11:30:00;754;Réelle
11:00:00;747;Réelle
10:30:00;567;Réelle
10:00:00;560;Réelle
09:30:00;1176;Réelle
09:00:00;1273;Réelle
08:30:00;989;Réelle
08:00:00;1086;Réelle
07:30:00;802;Réelle
07:00:00;899;Réelle
06:30:00;615;Réelle
06:00:00;712;Réelle
05:30:00;1428;Réelle
05:00:00;1421;Réelle
04:30:00;1241;Réelle
04:00:00;1234;Réelle
03:30:00;950;Réelle
03:00:00;1047;Réelle
02:30:00;763;Réelle
02:00:00;860;Réelle
01:30:00;576;Réelle
01:00:00;673;Réelle
00:30:00;1289;Réelle

11/08/2025;;
00:00:00;1355;Réelle
23:30:00;767;Réelle
23:00:00;864;Réelle
22:30:00;1480;Réelle
22:00:00;1577;Réelle
21:30:00;2193;Réelle
21:00:00;1390;Réelle
20:30:00;2006;Réelle
20:00:00;2103;Réelle
19:30:00;1819;Réelle
19:00:00;1916;Réelle
18:30:00;1632;Réelle
18:00:00;1625;Réelle
17:30:00;1341;Réelle
17:00:00;538;Réelle
16:30:00;1154;Réelle
16:00:00;1251;Réelle
15:30:00;967;Réelle
15:00:00;1064;Réelle
14:30:00;780;Réelle
14:00:00;877;Réelle
13:30:00;593;Réelle
13:00:00;690;Réelle
12:30:00;1306;Réelle
12:00:00;1299;Réelle
11:30:00;1119;Réelle
11:00:00;1112;Réelle
10:30:00;828;Réelle
10:00:00;925;Réelle
09:30:00;641;Réelle
09:00:00;738;Réelle
08:30:00;454;Réelle
08:00:00;551;Réelle
07:30:00;1167;Réelle
07:00:00;1264;Réelle
06:30:00;980;Réelle
06:00:00;973;Réelle
05:30:00;893;Réelle
05:00:00;886;Réelle
04:30:00;602;Réelle
04:00:00;699;Réelle
03:30:00;1315;Réelle
03:00:00;1412;Réelle
02:30:00;1128;Réelle
02:00:00;1225;Réelle
01:30:00;941;Réelle
01:00:00;1038;Réelle
00:30:00;754;Réelle

10/08/2025;;
00:00:00;820;Réelle
23:30:00;1132;Réelle
23:00:00;1229;Réelle
22:30:00;1845;Réelle
22:00:00;1942;Réelle
21:30:00;1658;Réelle
21:00:00;1755;Réelle
20:30:00;1471;Réelle
20:00:00;1464;Réelle
19:30:00;2184;Réelle
19:00:00;2177;Réelle
18:30:00;1893;Réelle
18:00:00;1990;Réelle
17:30:00;806;Réelle
17:00:00;903;Réelle
16:30:00;619;Réelle
16:00:00;716;Réelle
15:30:00;1332;Réelle
15:00:00;529;Réelle
14:30:00;1145;Réelle
14:00:00;1138;Réelle
13:30:00;958;Réelle
13:00:00;951;Réelle
12:30:00;667;Réelle
12:00:00;764;Réelle
11:30:00;480;Réelle
11:00:00;577;Réelle
10:30:00;1193;Réelle
10:00:00;1290;Réelle
09:30:00;1006;Réelle
09:00:00;1103;Réelle
08:30:00;819;Réelle
08:00:00;812;Réelle
07:30:00;632;Réelle
07:00:00;625;Réelle
06:30:00;1241;Réelle
06:00:00;1338;Réelle
05:30:00;1154;Réelle
05:00:00;1251;Réelle
04:30:00;967;Réelle
04:00:00;1064;Réelle
03:30:00;780;Réelle
03:00:00;877;Réelle
02:30:00;593;Réelle
02:00:00;586;Réelle
01:30:00;1306;Réelle
01:00:00;1299;Réelle
00:30:00;1015;Réelle

09/08/2025;;
00:00:00;1185;Réelle
23:30:00;597;Réelle
23:00:00;694;Réelle
22:30:00;2210;Réelle
22:00:00;1407;Réelle
21:30:00;2023;Réelle
21:00:00;2016;Réelle
20:30:00;1836;Réelle
20:00:00;1829;Réelle
19:30:00;1545;Réelle
19:00:00;1642;Réelle
18:30:00;1358;Réelle
18:00:00;1455;Réelle
17:30:00;1171;Réelle
17:00:00;1268;Réelle
16:30:00;984;Réelle
16:00:00;1081;Réelle
15:30:00;797;Réelle
15:00:00;790;Réelle
14:30:00;610;Réelle
14:00:00;603;Réelle
13:30:00;1219;Réelle
13:00:00;1316;Réelle
12:30:00;1032;Réelle
12:00:00;1129;Réelle
11:30:00;845;Réelle
11:00:00;942;Réelle
10:30:00;658;Réelle
10:00:00;755;Réelle
09:30:00;471;Réelle
09:00:00;464;Réelle
08:30:00;1184;Réelle
08:00:00;1177;Réelle
07:30:00;893;Réelle
07:00:00;990;Réelle
06:30:00;706;Réelle
06:00:00;803;Réelle
05:30:00;619;Réelle
05:00:00;716;Réelle
04:30:00;1332;Réelle
04:00:00;1429;Réelle
03:30:00;1145;Réelle
03:00:00;1138;Réelle
02:30:00;958;Réelle
02:00:00;951;Réelle
01:30:00;667;Réelle
01:00:00;764;Réelle
00:30:00;1380;Réelle

08/08/2025;;
00:00:00;1446;Réelle
23:30:00;962;Réelle
23:00:00;955;Réelle
22:30:00;1675;Réelle
22:00:00;1668;Réelle
21:30:00;1384;Réelle
21:00:00;1481;Réelle
20:30:00;2097;Réelle
20:00:00;2194;Réelle
19:30:00;1910;Réelle
19:00:00;2007;Réelle
18:30:00;1723;Réelle
18:00:00;1820;Réelle
17:30:00;636;Réelle
17:00:00;629;Réelle
16:30:00;1349;Réelle
16:00:00;1342;Réelle
15:30:00;1058;Réelle
15:00:00;1155;Réelle
14:30:00;871;Réelle
14:00:00;968;Réelle
13:30:00;684;Réelle
13:00:00;781;Réelle
12:30:00;497;Réelle
12:00:00;594;Réelle
11:30:00;1210;Réelle
11:00:00;1203;Réelle
10:30:00;1023;Réelle
10:00:00;1016;Réelle
09:30:00;732;Réelle
09:00:00;829;Réelle
08:30:00;545;Réelle
08:00:00;642;Réelle
07:30:00;1258;Réelle
07:00:00;455;Réelle
06:30:00;1071;Réelle
06:00:00;1168;Réelle
05:30:00;984;Réelle
05:00:00;977;Réelle
04:30:00;797;Réelle
04:00:00;790;Réelle
03:30:00;1406;Réelle
03:00:00;603;Réelle
02:30:00;1219;Réelle
02:00:00;1316;Réelle
01:30:00;1032;Réelle
01:00:00;1129;Réelle
00:30:00;845;Réelle

07/08/2025;;
00:00:00;911;Réelle
23:30:00;1327;Réelle
23:00:00;1320;Réelle
22:30:00;1936;Réelle
22:00:00;2033;Réelle
21:30:00;1749;Réelle
21:00:00;1846;Réelle
20:30:00;1562;Réelle
20:00:00;1659;Réelle
19:30:00;1375;Réelle
19:00:00;1472;Réelle
18:30:00;2088;Réelle
18:00:00;2081;Réelle
17:30:00;1001;Réelle
17:00:00;994;Réelle
16:30:00;710;Réelle
16:00:00;807;Réelle
15:30:00;523;Réelle
15:00:00;620;Réelle
14:30:00;1236;Réelle
14:00:00;1333;Réelle
13:30:00;1049;Réelle
13:00:00;1146;Réelle
12:30:00;862;Réelle
12:00:00;855;Réelle
11:30:00;675;Réelle
11:00:00;668;Réelle
10:30:00;1284;Réelle
10:00:00;481;Réelle
09:30:00;1097;Réelle
09:00:00;1194;Réelle
08:30:00;910;Réelle
08:00:00;1007;Réelle
07:30:00;723;Réelle
07:00:00;820;Réelle
06:30:00;536;Réelle
06:00:00;529;Réelle
05:30:00;1349;Réelle
05:00:00;1342;Réelle
04:30:00;1058;Réelle
04:00:00;1155;Réelle
03:30:00;871;Réelle
03:00:00;968;Réelle
02:30:00;684;Réelle
02:00:00;781;Réelle
01:30:00;1397;Réelle
01:00:00;594;Réelle
00:30:00;1210;Réelle

06/08/2025;;
00:00:00;1276;Réelle
23:30:00;688;Réelle
23:00:00;785;Réelle
22:30:00;1401;Réelle
22:00:00;1498;Réelle
21:30:00;2114;Réelle
21:00:00;2211;Réelle
20:30:00;1927;Réelle
20:00:00;1920;Réelle
19:30:00;1740;Réelle
19:00:00;1733;Réelle
18:30:00;1449;Réelle
18:00:00;1546;Réelle
17:30:00;1262;Réelle
17:00:00;459;Réelle
16:30:00;1075;Réelle
16:00:00;1172;Réelle
15:30:00;888;Réelle
15:00:00;985;Réelle
14:30:00;701;Réelle
14:00:00;694;Réelle
13:30:00;514;Réelle
13:00:00;507;Réelle
12:30:00;1123;Réelle
12:00:00;1220;Réelle
11:30:00;936;Réelle
